id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
0dog,0dog,Bitcoin Dogs,4.117e-05,0.0,,31231,83592,4.271e-05,3.238e-05,6.12e-06,17.47683,0.0,0.0,0.0,758831683.2146399,758831683.2146399,0.04934202,-99.91657,2024-08-22T23:04:46.549Z,3.201e-05,28.60279,2025-07-09T01:45:10.151Z,2025-07-11T13:52:59.377Z
0x-leverage,oxl,0x Leverage,0.00058766,0.0,,587329,692.26,0.00059672,0.0005477,3.863e-05,7.0354,0.0,0.0,0.0,1000000000.0,1000000000.0,0.01372763,-95.72157,2024-03-11T13:40:12.049Z,0.00032871,78.67567,2025-05-26T03:22:08.270Z,2025-07-11T13:52:01.093Z
1mbabydoge,1mbabydoge,1MBABYDOGE,0.00138017,0.0,,579672282703211,6432202,0.00140664,0.00124288,0.00012704,10.13746,0.0,0.0,0.0,4.2e+17,,0.006503,-78.68904,2024-12-10T07:50:56.280Z,0.00097499,42.14042,2025-04-07T07:00:14.452Z,2025-07-11T13:52:31.699Z
aave-mana,amana,Aave MANA,0.31278,0.0,,73067,0.0,0.312537,0.285238,0.02600351,9.0648,0.0,0.0,0.0,233606.5002887342,,5.86,-94.68292,2021-11-25T10:02:10.941Z,0.193368,61.24672,2025-04-07T07:05:18.242Z,2025-07-11T13:50:14.700Z
1hive-water,water,1Hive Water,0.083924,0.0,,66758,805.86,0.08473,0.07755,0.00603178,7.74378,0.0,0.0,0.0,790512.0,,2.39,-96.45887,2023-01-29T16:16:30.973Z,0.04120801,105.1648,2022-12-17T10:19:22.362Z,2025-07-11T13:51:22.210Z
1000bonk,1000bonk,1000BONK,0.0233691,0.0,,2179618140849,1803952,0.02440039,0.02185653,0.00127499,5.77071,0.0,0.0,0.0,93689234980611.55,,0.057188,-59.31966,2024-11-20T04:29:47.000Z,0.00499933,365.34876,2024-01-02T15:11:42.343Z,2025-07-11T13:52:44.476Z
01coin,zoc,01coin,9.543e-05,0.0,,6265.77,6.28,,,,,,,0.0,65658824.0,,0.03418169,-99.72082,2018-10-10T17:27:38.034Z,1.912e-05,398.99246,2022-07-04T07:54:02.569Z,2025-06-26T20:31:21.834Z
1000sats-ordinals,1000sats,1000SATS (Ordinals),4.855e-05,0.0,,101949435,16724799,4.999e-05,4.409e-05,4.16e-06,9.38417,0.0,0.0,0.0,2100000000000.0,2100000000000.0,0.00092556,-94.75469,2023-12-26T00:47:43.042Z,3.206e-05,51.44479,2025-06-22T20:25:30.546Z,2025-07-11T13:51:33.383Z
1000chems,1000cheems,1000CHEMS,0.00141812,0.0,,311211015162,6198912,0.00145022,0.00133268,7.774e-05,5.79954,0.0,0.0,0.0,219776051832671.0,,0.00214439,-33.96245,2025-03-25T15:45:54.381Z,0.00067296,110.43053,2025-02-10T13:41:59.491Z,2025-07-11T13:52:12.074Z
0xscans,scan,0xScans,0.00234193,0.0,,234193,44.5,0.00238579,0.00223218,9.799e-05,4.36671,0.0,0.0,0.0,100000000.0,100000000.0,0.345482,-99.32213,2024-02-29T08:10:02.157Z,0.00115283,103.14563,2025-04-09T01:30:21.617Z,2025-07-11T01:05:51.774Z
0xnumber,oxn,0xNumber,0.00359937,0.0,,35994,17.92,0.00366117,0.00358456,-6.175738295556e-06,-0.17128,0.0,0.0,0.0,10000000.0,10000000.0,0.970458,-99.62867,2024-02-25T13:25:36.889Z,0.00177363,103.17642,2025-04-09T01:26:16.390Z,2025-07-11T13:49:35.754Z
1inch-yvault,yv1inch,1INCH yVault,0.308906,0.0,,21664,0.0,0.323642,0.229606,0.079287,34.36909,0.0,0.0,0.0,70127.03095813781,,0.746273,-58.60496,2024-03-13T08:00:35.004Z,0.16002,93.05148,2025-04-09T01:30:12.553Z,2025-07-11T13:50:17.851Z
1000cat,1000cat,1000CAT,0.00797982,0.0,,,7108550,0.00837555,0.00748108,0.00040257,5.31289,0.0,0.0,0.0,,,0.060229,-86.7509,2024-12-17T10:40:22.344Z,0.0041543,92.08492,2025-04-09T01:30:51.474Z,2025-07-11T13:52:31.882Z
1000troll,1000troll,1000TROLL,4e-06,0.0,,3841773686,1356.96,4.09e-06,3.55e-06,3.29174e-07,8.96706,0.0,0.0,0.0,960420000000000.0,960420000000000.0,0.00011601,-96.56912,2024-01-19T02:18:56.508Z,3.19e-06,24.93562,2025-04-07T07:01:27.763Z,2025-07-11T13:46:52.428Z
0x678-landwolf-1933,wolf,Landwolf,4.5568e-08,0.0,,19169.84,230.53,,,,,,,0.0,420690000000.0,420690000000.0,3.93e-06,-98.84092,2024-06-04T03:44:41.665Z,2.7253e-08,67.20408,2024-08-05T01:13:37.959Z,2025-07-10T05:37:50.801Z
aerodrome-finance,aero,Aerodrome Finance,0.815589,692263495,132,1370308804,70092966,0.823404,0.724403,0.085661,11.73548,69585570,11.17521,851240067.1764421,1684996778.776277,,2.32,-64.86087,2024-12-07T14:00:38.622Z,1.861e-05,4374712.77696,2023-10-17T01:23:50.860Z,2025-07-11T13:53:11.648Z
aethir,ath,Aethir,0.03013746,297998335,244,1264817134,56409263,0.03043687,0.02728798,0.00263731,9.59016,25781121,9.47079,9895446319.0,42000000000.0,42000000000.0,0.118536,-74.64287,2024-06-12T10:00:49.718Z,0.02439678,23.20188,2025-04-07T06:56:24.011Z,2025-07-11T13:53:10.373Z
abtc,abtc,aBTC,117130,294516624,245,294516624,570593,118760,110747,6382.64,5.76325,15632659,5.60543,2514.4478390841,2514.4478390841,,118760,-1.42358,2025-07-11T11:22:45.376Z,60786,92.59185,2024-11-03T15:26:34.120Z,2025-07-11T13:53:10.300Z
agentfun-ai,agentfun,AgentFun.AI,1.78,177561507,321,177561507,10997.22,1.8,1.7,0.051954,3.01414,5166223,2.99673,100000000.0,100000000.0,100000000.0,25.25,-92.99341,2024-12-04T07:45:52.119Z,1.4,26.63957,2025-06-22T20:21:41.873Z,2025-07-11T13:53:10.326Z
aelf,elf,aelf,0.208945,160089724,342,208395655,8211813,0.210919,0.198552,0.00995249,5.00145,8032319,5.28243,765471119.1377851,996446562.2285951,1000000000.0,2.6,-91.9698,2018-01-09T00:00:00.000Z,0.03545756,489.76259,2020-03-13T02:22:35.431Z,2025-07-11T13:53:12.286Z
acet-token,act,Acet,0.061326,104884217,462,136836130,161411,0.063148,0.060482,-0.001007620438836863,-1.6165,-1374202.2984552234,-1.29326,1709870215.734518,2230764830.365691,,1.9,-96.77071,2021-11-03T04:25:04.593Z,0.00242311,2431.26507,2024-07-09T14:49:17.013Z,2025-07-11T13:53:10.277Z
aevo-exchange,aevo,Aevo,0.115107,104498251,464,115003339,66637144,0.121222,0.09155,0.02231294,24.04569,20278743,24.07844,908654061.3948108,1000000000.0,1000000000.0,3.76,-96.94727,2024-03-28T00:05:46.673Z,0.067543,69.777,2025-06-22T20:21:25.762Z,2025-07-11T13:53:10.449Z
across-protocol,acx,Across Protocol,0.178625,87744379,529,177752912,39559402,0.186263,0.152278,0.02624619,17.22426,12318073,16.33127,493631175.623906,1000000000.0,1000000000.0,1.69,-89.50003,2024-12-06T13:25:33.957Z,0.03440846,415.34572,2023-06-01T08:30:40.359Z,2025-07-11T13:53:10.317Z
adventure-gold,agld,Adventure Gold,0.796239,66354413,632,73743900,21535817,0.804945,0.736194,0.053087,7.14354,-2439649.8403950483,-3.54631,83510001.0,92810001.0,96000000.0,7.7,-89.68849,2021-09-03T11:41:40.240Z,0.208231,281.41532,2022-11-09T23:40:23.330Z,2025-07-11T13:53:10.353Z
aergo,aergo,Aergo,0.117866,55641444,696,58879836,17765686,0.119417,0.11315,0.0042496,3.74029,1803984,3.3508,472499995.7689212,500000000.0,500000000.0,0.658178,-82.15766,2025-04-16T10:32:02.185Z,0.01354723,766.85102,2020-03-13T02:29:18.974Z,2025-07-11T13:53:10.368Z
access-protocol,acs,Access Protocol,0.00127013,53365518,720,113460674,2845083,0.00129491,0.00121246,5.064e-05,4.15294,2146196,4.19021,41892961944.65093,89068818838.96461,,0.02687893,-95.22242,2023-02-16T01:23:46.316Z,0.00104122,23.33288,2025-07-01T21:01:17.617Z,2025-07-11T13:53:10.290Z
act-i-the-ai-prophecy,act,Act I The AI Prophecy,0.04477466,42459952,822,42459952,70282411,0.04772293,0.04119132,0.00337622,8.15542,3188729,8.11976,948244821.154648,948244821.154648,1000000000.0,0.919768,-95.16388,2024-11-14T08:35:39.083Z,0.01259861,253.06382,2024-10-25T19:44:36.847Z,2025-07-11T13:53:13.237Z
acala,aca,Acala,0.02809497,32776760,941,44950985,12527684,0.02815063,0.0254017,0.00257649,10.09658,3070153,10.33492,1166666660.0,1600000000.0,1600000000.0,2.79,-98.99646,2022-01-25T08:19:03.771Z,0.02224974,25.9313,2025-06-22T20:37:29.319Z,2025-07-11T13:53:10.335Z
advertise-coin,adco,Advertise Coin,0.658736,29641609,994,32935121,10015.09,0.668344,0.608319,0.04702618,7.68766,2140054,7.78158,45000000.0,50000000.0,,0.900903,-26.94337,2024-12-06T19:56:19.875Z,0.02220041,2864.67391,2021-07-06T02:25:58.993Z,2025-07-11T13:53:10.298Z
aegis-yusd,yusd,Aegis YUSD,0.996908,26553597,1047,26553597,276914,1.006,0.99482,-0.004540763122432123,-0.45342,-119135.26651806384,-0.44666,26662471.92909569,26662471.92909569,,1.009,-1.30065,2025-04-03T13:34:54.594Z,0.960034,3.73765,2025-04-07T07:11:32.851Z,2025-07-11T13:53:10.411Z
agenda-47,a47,AGENDA 47,0.02385464,23869421,1106,23869421,6837748,0.02434253,0.02356015,-0.000197365787235403,-0.82058,-179145.69481333345,-0.74493,999968680.433199,999968680.433199,999999999.0,0.04096493,-41.66419,2025-03-17T22:02:00.167Z,0.00164105,1356.21812,2025-02-07T09:39:28.576Z,2025-07-11T13:53:10.321Z
agentcoin-tv,aitv,AITV,0.088819,22204631,1152,88818524,409.47,0.088852,0.088287,0.00025664,0.28979,64173,0.28984,250000000.0,1000000000.0,1000000000.0,0.091293,-2.71081,2025-07-01T18:00:28.958Z,0.085869,3.43531,2025-07-06T03:00:35.022Z,2025-07-11T13:53:10.298Z
adshares,ads,Adshares,0.487879,18922427,1234,18930537,28885,0.492372,0.480655,-0.00176640476664558,-0.36075,-66792.27860473096,-0.35174,38741599.185489,38758203.0,,5.72,-91.47625,2022-04-03T22:45:38.560Z,0.0102872,4638.63458,2020-09-04T22:54:17.039Z,2025-07-11T13:53:10.469Z
abster,abster,Abster,0.01869199,18432289,1255,18432289,149658,0.01973361,0.01614476,0.00254575,15.76682,2319622,14.39626,990486747.5651047,990486747.5651047,1000000000.0,0.02524601,-26.19361,2025-05-23T06:16:08.246Z,0.00102855,1711.58708,2025-02-27T15:10:10.013Z,2025-07-11T13:53:10.296Z
adex,adx,AdEx,0.095532,14091216,1404,14291294,8126037,0.095587,0.086348,0.00851829,9.78962,1211808,9.40888,147900000.0,150000000.0,150000000.0,3.49,-97.27713,2018-01-09T00:00:00.000Z,0.03511504,170.69036,2020-03-13T02:29:14.820Z,2025-07-11T13:53:10.421Z
aerobud,aerobud,AEROBUD,0.01088604,10882935,1576,10882935,256574,0.01103357,0.00802001,0.00282041,34.9682,2828523,35.11768,1000000000.0,1000000000.0,1000000000.0,0.072921,-85.07386,2024-12-07T06:02:55.561Z,0.00018696,5721.63999,2024-05-30T18:44:41.103Z,2025-07-11T13:53:10.587Z
abelian,abel,Abelian,0.072728,9047630,1713,16446958,98887,0.078954,0.07258,-0.000583914622471746,-0.79648,-38881.076362090185,-0.4279,123873677.0,225179981.0,225179981.0,1.5,-95.14098,2024-01-12T02:12:30.206Z,0.03026827,140.89929,2024-11-12T09:16:55.762Z,2025-07-11T13:53:10.292Z
adappter-token,adp,Adappter,0.00178411,7377934,1842,17843368,550646,0.00179155,0.00172172,6.239e-05,3.6239,256390,3.60021,4134832902.0,10000000000.0,,0.158038,-98.87037,2022-03-18T02:20:23.814Z,0.00110676,61.30366,2023-09-14T06:31:12.164Z,2025-07-11T13:53:10.357Z
ac-milan-fan-token,acm,AC Milan Fan Token,0.830432,6821451,1899,16521112,2091290,0.830925,0.776556,0.04821316,6.16364,385383,5.98786,8224828.0,19920000.0,19920000.0,23.2,-96.43666,2021-02-24T11:58:10.427Z,0.697211,18.58973,2025-06-22T20:27:28.235Z,2025-07-11T13:53:10.317Z
adrena,adx,Adrena,0.02186124,6596625,1926,6752646,14122.06,0.0220255,0.02088092,-1.5415199221346e-05,-0.07046,10009.62,0.15197,301756707.78213,308893749.78213,1000000000.0,0.234875,-90.7135,2024-11-09T03:43:51.501Z,0.01215506,79.44552,2025-03-11T14:45:24.851Z,2025-07-11T13:53:10.299Z
acolyte-by-virtuals,acolyt,Acolyt,0.00566855,5772224,2013,5772224,54565,0.00635746,0.00566913,-8.4644235084147e-05,-1.47126,36606,0.63823,1000462297.219245,1000462297.219245,,0.068293,-91.55179,2025-01-22T18:08:00.545Z,0.00347535,66.01393,2025-04-06T23:38:53.766Z,2025-07-11T13:53:10.288Z
africarare,ubu,Africarare,0.01757166,4762090,2184,17571660,85218,0.01829025,0.0170881,0.00038551,2.24314,96762,2.07406,271009711.0212352,1000000000.0,1000000000.0,0.091993,-80.89843,2024-02-29T10:53:03.763Z,0.01695894,3.61592,2025-04-07T13:43:54.449Z,2025-07-11T13:51:23.746Z
agentaigo,agent,AgentAlgo,0.198166,4152578,2302,4152578,33238,0.202417,0.182829,0.01533784,8.38919,321405,8.3892,20955000.0,20955000.0,21000000.0,1.34,-85.18581,2025-01-02T15:11:35.085Z,0.02553433,676.51944,2025-04-09T01:43:58.391Z,2025-07-11T13:52:39.482Z
ado-network,ado,ADO Protocol,0.00996394,3975534,2336,9143727,7910.24,0.01289747,0.00990408,-0.001711666162330412,-14.66019,-691953.5495193629,-14.82497,400000000.0,920000000.0,1000000000.0,0.01289747,-22.86396,2025-07-11T06:25:31.179Z,1.165e-05,85289.76147,2023-04-18T11:12:28.318Z,2025-07-11T13:51:34.440Z
agave-token,agve,Agave,39.18,3917626,2352,3917626,457.91,39.55,36.55,2.58,7.04451,258390,7.06131,100000.0,100000.0,100000.0,1466.43,-97.31338,2021-03-16T15:07:58.157Z,4.92,700.53452,2022-12-17T10:19:21.181Z,2025-07-11T13:51:22.360Z
afreum,afr,Afreum,0.00069197,3909628,2356,5535487,9010.15,0.00072448,0.00067453,8.09e-06,1.18273,56864,1.47593,5649984783.93462,7999590476.476634,7999590476.476634,0.00192839,-64.11656,2024-02-27T03:40:41.002Z,7.364e-05,839.70931,2022-11-09T23:44:12.269Z,2025-07-11T13:38:38.491Z
aeternity,ae,Aeternity,0.00673613,2928330,2639,3612908,109008,0.00679458,0.00628325,0.00038365,6.03929,166897,6.04387,434686745.49932,536306702.0,,5.69,-99.88165,2018-04-29T03:50:39.593Z,0.00608159,10.75635,2025-07-04T16:50:28.444Z,2025-07-11T13:51:20.770Z
adamant-messenger,adm,ADAMANT Messenger,0.01832206,2081540,2991,2081541,194712,0.0185165,0.01830809,-0.000145808022978505,-0.78952,-7711.4288681421895,-0.3691,113670876.05,113670905.9,200000000.0,0.055126,-66.76983,2019-05-15T23:44:19.855Z,0.00023424,7720.50228,2023-02-17T00:05:48.125Z,2025-07-11T13:52:36.835Z
acid-ai,acid,Acid AI,0.00201717,2017561,3022,2017561,806424,0.00201854,0.00158923,0.000264,15.05826,264072,15.05979,999956381.030982,999956381.030982,1000000000.0,0.00691688,-70.83006,2025-06-26T02:36:17.415Z,0.00129773,55.47464,2025-07-03T03:55:01.252Z,2025-07-11T13:52:57.689Z
agent-hustle,hustle,Agent Hustle,0.00191026,1886925,3080,1886925,158969,0.00197205,0.00163413,0.00024441,14.67155,206240,12.27118,1000000000.0,1000000000.0,1000000000.0,0.00197205,-3.59928,2025-07-11T05:00:12.040Z,0.00156349,21.5909,2025-07-10T10:05:57.339Z,2025-07-11T13:52:56.758Z
agent-arena-by-masa,sn59,Agent Arena by Masa,0.96635,1218602,3586,1218602,413979,0.985853,0.778478,0.176424,22.33425,222512,22.33859,1261035.369272402,1261035.369272402,21000000.0,0.985853,-1.98174,2025-07-11T12:29:11.566Z,0.507002,90.59425,2025-06-22T20:23:25.729Z,2025-07-11T13:53:13.718Z
acquire-fi,acq,Acquire.Fi,0.00382151,1110536,3690,1146431,37284,0.00387528,0.00370541,7.963e-05,2.12808,22935,2.10879,290606845.93,300000000.0,300000000.0,0.29658,-98.71149,2022-09-28T15:06:46.762Z,0.00240144,59.13217,2025-06-27T19:24:59.207Z,2025-07-11T13:52:00.414Z
abstract-liquid-staked-eth,abseth,Abstract Liquid Staked ETH,2983.93,973499,3840,973500,29491,3054.74,2767.52,188.16,6.73029,55451,6.04011,325.6884721563725,325.6887885806653,,4155.36,-28.06763,2025-03-30T03:08:59.117Z,1376.28,117.18305,2025-04-07T06:59:08.771Z,2025-07-11T13:51:56.261Z
adapad,adapad,ADAPad,0.00257015,959260,3859,959260,76289,0.00271373,0.00245101,7.296e-05,2.92181,26524,2.84369,373230737.916128,373230737.916128,1000000000.0,1.28,-99.79749,2021-10-06T21:50:04.424Z,0.00228774,13.30533,2025-06-30T07:54:36.480Z,2025-07-11T13:50:25.198Z
agenius,agns,Madness.fun (Agenius),0.00087934,854419,4003,876327,100802,0.00135493,0.00086712,-0.000398953490762405,-31.20995,-391634.80865376815,-31.43002,974998146.808007,999998146.808007,1000000000.0,0.00296248,-70.77405,2025-04-29T19:55:24.641Z,0.00086712,-0.15031,2025-07-11T13:25:24.268Z,2025-07-11T13:51:11.176Z
abond,abond,ApeBond,0.00142168,541531,4585,647901,76115,0.00144557,0.00130883,7.55e-05,5.60847,27125,5.27309,380970642.20856047,455803140.63359886,650000000.0,0.054057,-97.3699,2023-12-28T03:07:42.390Z,0.00085457,66.37046,2025-03-31T12:20:03.195Z,2025-07-11T13:52:35.333Z
affyn,fyn,Affyn,0.00105894,406552,4947,1058945,73860,0.00107808,0.00100522,4.987e-05,4.94174,18981.79,4.89764,383922023.0,1000000000.0,1000000000.0,1.84,-99.94259,2022-02-01T07:19:38.681Z,0.00085146,24.37444,2025-07-04T07:07:02.542Z,2025-07-11T13:51:27.699Z
aether-games,aeg,Aether Games,0.00095136,382489,5031,951290,302327,0.00095158,0.00085533,6.583e-05,7.43402,22132,6.1417,402073608.0,1000000000.0,1000000000.0,0.343817,-99.72363,2024-03-07T10:29:23.478Z,0.00069988,35.76568,2025-07-05T09:00:08.271Z,2025-07-11T13:52:01.165Z
abe-cto,abe,ABE CTO,0.00037092,371884,5074,371884,4993.39,0.00037572,0.00031368,5.284e-05,16.61146,53539,16.81805,1000000000.0,1000000000.0,1000000000.0,0.00194707,-80.94091,2025-03-24T10:25:14.750Z,0.00029535,25.64714,2025-07-08T01:36:08.010Z,2025-07-11T13:53:02.851Z
achi,achi,achi,0.00036862,366408,5088,366408,4928.86,0.00036978,0.00031855,4.821e-05,15.04795,44061,13.66866,1000000000.0,1000000000.0,1000000000.0,0.01651393,-97.77351,2024-05-25T18:53:41.813Z,1.082e-05,3299.05144,2024-02-26T12:26:01.227Z,2025-07-11T13:52:42.983Z
acryptos,acs,ACryptoS [OLD],0.216742,362253,5109,362253,1.13,0.21877,0.212894,0.00365508,1.71531,17324.36,5.02259,1671358.88846352,1671358.88846352,1888888.0,345.65,-99.93729,2021-02-16T15:29:17.177Z,0.00709633,2954.2769,2023-01-08T23:12:21.897Z,2025-07-11T11:42:47.365Z
accel-finance-coin,afc,Accel Finance Coin,0.00030306,303066,5342,303066,538.41,0.00031231,0.00029224,9.43e-06,3.21222,9552.98,3.25471,1000000000.0,1000000000.0,1000000000.0,0.00084673,-64.20843,2024-11-18T14:28:59.129Z,5.845e-05,418.46253,2025-02-07T00:02:00.511Z,2025-07-11T13:53:11.874Z
academic-labs,aax,Academic Labs,0.00013945,247754,5591,697268,37800,0.00014094,4.196e-05,9.25e-05,196.97957,164329,196.97957,1776604330.510294,5000000000.0,5000000000.0,0.095966,-99.85457,2024-11-18T23:23:45.794Z,3.537e-05,294.57205,2025-07-09T06:09:50.545Z,2025-07-11T13:50:52.340Z
ada-the-dog,adasol,ADA,0.00024361,242439,5619,242439,48528,0.000246,0.00024119,-5.0705584694e-08,-0.02081,-2107.4138878902304,-0.86176,999783784.7307132,999783784.7307132,1000000000.0,0.01072592,-97.74197,2024-03-29T17:53:45.257Z,0.00022183,9.17997,2025-06-05T21:04:57.849Z,2025-07-11T13:52:43.994Z
absters-girl,abby,Absters Girl,0.00023878,237971,5640,237971,172.02,0.00024291,0.00022422,1.218e-05,5.37496,12529.07,5.55757,994884794.1646485,994884794.1646485,1000000000.0,0.00053206,-55.04399,2025-05-28T05:15:33.268Z,0.0001177,103.22989,2025-04-22T05:22:11.895Z,2025-07-11T13:51:57.193Z
ace-data-cloud,$ace,Ace Data Cloud,0.00020992,199463,5869,209065,4313.62,0.0002136,0.00019311,1.454e-05,7.44214,13109.68,7.03484,953907377.245674,999827793.912341,1000000000.0,0.00267614,-92.15991,2025-03-22T15:04:49.066Z,0.00016762,25.16853,2025-07-05T05:46:40.782Z,2025-07-11T13:52:54.473Z
afterhour,ah,AfterHour,0.00018851,150662,6251,188470,1074.45,0.00018961,0.00017413,1.366e-05,7.81445,11890.66,8.56852,799225527.7031299,999784670.472418,1000000000.0,0.00050275,-62.58537,2025-05-20T06:56:26.675Z,0.00016029,17.34946,2025-07-05T16:50:07.325Z,2025-07-11T13:52:18.274Z
aga-token,aga,AGA,0.02931548,131920,6412,131920,4.01,0.0414846,0.01084629,0.01846814,170.25495,83111,170.28041,4500000.0,4500000.0,,8.4,-99.65117,2021-03-23T12:30:52.307Z,0.00751913,289.81659,2025-04-07T09:07:33.893Z,2025-07-11T13:52:28.110Z
acid-toad,toad,Acid Toad,3.11332e-10,130794,6418,130794,524.05,3.19866e-10,2.95857e-10,1.399e-11,4.7049,5705.13,4.56086,420690000000000.0,420690000000000.0,420690000000000.0,1.274e-08,-97.55764,2024-11-23T00:11:20.638Z,9.8802e-11,214.939,2025-04-12T12:39:53.994Z,2025-07-11T13:53:07.578Z
action-figure,figure,Action Figure,0.0001149,114898,6613,114898,61646,0.00012103,9.305e-05,2.186e-05,23.49036,20906,22.24297,999457935.827166,999457935.827166,1000000000.0,0.01045737,-98.90118,2025-04-14T08:10:33.962Z,8.002e-05,43.60656,2025-06-22T14:47:26.027Z,2025-07-11T13:53:04.191Z
aegis-ai,aegis,Aegis Ai,0.0011442,114207,6618,114207,3.06,0.00116185,0.00105881,7.997e-05,7.51423,7847.77,7.37859,99999999.40684196,100000000.0,100000000.0,0.574895,-99.80108,2024-03-15T22:59:31.122Z,0.00071115,60.80346,2025-04-30T14:21:04.382Z,2025-07-11T13:52:03.189Z
achain,act,Achain,0.00012283,105323,6729,122834,463938,0.00012283,0.00012283,0.0,0.0,0.0,0.0,857440445.0,1000000000.0,,1.48,-99.99169,2018-01-09T00:00:00.000Z,5.972e-05,105.68803,2025-02-28T06:28:35.782Z,2025-07-11T08:25:15.499Z
actual,actual,ACTUAL,7.602e-05,76020,7202,76020,20.04,,,,,,,1000000000.0,1000000000.0,1000000000.0,0.01487331,-99.48888,2025-01-22T07:52:42.099Z,6.555e-05,15.98093,2025-04-30T13:59:45.114Z,2025-07-07T21:52:30.260Z
aetherius-infinite-chain,aic,Aetherius Infinite Chain,7.48566e-07,74855,7229,74855,2.55,7.53396e-07,7.33534e-07,1.1828e-08,1.60551,8138.55,12.19878,99997421434.11,99997421434.11,,1.937e-05,-96.13582,2024-12-17T19:55:05.880Z,6.03997e-07,23.93522,2025-06-22T20:32:56.883Z,2025-07-11T05:38:02.153Z
agenthub,$dira,AgentHub,7.254e-05,72475,7285,72475,7999.96,8.001e-05,6.571e-05,-6.535377397416e-06,-8.26453,-6523.279697053149,-8.25749,999076352.409007,999076352.409007,999990761.53,0.00081162,-91.08146,2025-06-04T18:30:30.304Z,6.571e-05,10.15469,2025-07-11T00:35:21.737Z,2025-07-11T13:52:18.452Z
acent,ace,Acent,0.00056754,67830,7378,1135027,228971,0.00065339,0.00052343,4.106e-05,7.79838,4913.16,7.80895,119521619.032219,2000000000.0,,0.827492,-99.93115,2021-05-10T00:04:42.155Z,0.00050513,12.79495,2025-07-09T02:54:21.052Z,2025-07-11T13:52:48.830Z
aethernet,aether,Aethernet,6.601e-05,65479,7426,65479,11.21,6.636e-05,6.073e-05,4.99e-06,8.18079,4444.8,7.28245,1000000000.0,1000000000.0,1000000000.0,0.00405951,-98.38702,2024-11-26T08:23:24.272Z,2.977e-05,119.92202,2025-04-09T01:24:37.444Z,2025-07-11T13:52:37.294Z
agentic-studio,agentic,Agentic Studio,0.01254182,62709,7481,62709,19483.64,0.01385451,0.00803046,1.894e-05,0.15127,62709,0.0,5000000.0,5000000.0,5000000.0,0.01998756,-37.17812,2025-07-09T23:29:37.492Z,0.00803046,56.36167,2025-07-10T18:52:55.460Z,2025-07-11T13:49:42.879Z
agent-doge-by-virtuals,aidoge,AGENT DOGE by Virtuals,5.889e-05,58886,7562,58886,6.67,6.036e-05,5.086e-05,7.82e-06,15.31118,7818.92,15.31118,1000000000.0,1000000000.0,1000000000.0,0.00297511,-98.02072,2024-12-16T17:49:30.526Z,1.859e-05,216.77719,2025-04-07T07:04:58.969Z,2025-07-11T13:41:20.969Z
adillo,adillo,Adillo,5.792e-05,57797,7585,57797,93.48,5.84e-05,5.41e-05,3.51e-06,6.44701,3704.22,6.84789,991337960.204397,991337960.204397,1000000000.0,0.00544262,-98.92879,2024-12-18T19:33:48.455Z,4.23e-05,37.83019,2025-04-07T06:58:28.114Z,2025-07-11T13:50:45.022Z
aether-collective,aether,aether collective,4.783e-05,46887,7865,47568,314.24,4.793e-05,4.419e-05,3.38e-06,7.60533,2972.4,6.76854,985369203.333097,999666671.161077,1000000000.0,0.0305496,-99.84413,2025-01-07T01:05:44.074Z,3.166e-05,50.41467,2025-04-07T06:57:35.074Z,2025-07-11T13:52:14.573Z
aejo,aejo,Aejo,4.038e-05,40378,8082,40378,59.97,4.046e-05,3.856e-05,1.63e-06,4.19339,1625.06,4.19339,999991357.61,999991357.61,999991357.61,0.01053355,-99.61864,2024-11-29T17:14:45.735Z,2.216e-05,81.28414,2025-04-07T08:14:36.067Z,2025-07-11T13:52:10.722Z
